POSTED_BY,BHK_OR_RK,UNDER_CONSTRUCTION,RERA,BHK_NO.,READY_TO_MOVE,RESALE,SQUARE_FT,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),ADDRESS
Dealer,BHK,1,1,3,0,1,2229.746677,26.781748,81.006714,88.9,"Sushant Golf City,Lucknow"
Dealer,BHK,0,0,3,1,1,1236.418134,22.486821,88.233267,33,"Maheshtala,Kolkata"
Owner,BHK,0,0,3,1,1,1880.267992,22.318485,73.162544,87,"Subhanpura,Vadodara"
Owner,BHK,0,1,3,1,1,1753.546947,28.59632,77.38143,110,"Sector-70 Noida,Noida"
Dealer,BHK,0,1,2,1,1,1020.015396,12.96991,77.59796,53,"Singapura Village,Bangalore"
Dealer,BHK,0,0,4,1,1,2979.392535,19.097244,72.846785,720,"Vile Parle (East),Maharashtra"
Dealer,BHK,0,0,4,1,1,2249.028828,18.496129,73.892902,220,"Wanwadi,Pune"
Dealer,BHK,0,0,2,1,1,1105.827712,19.162174,73.000997,200,"Mindspace,Mumbai"
Dealer,BHK,0,0,3,1,1,1489.212008,12.91716,80.19287,63.5,"Medavakkam,Chennai"
Owner,BHK,0,1,2,1,1,1119.728551,21.142359,72.862596,23.1,"Dindoli,Surat"
Owner,BHK,0,0,2,1,1,1014.292301,23.698756,86.93168,22,"Gopalpur,Asansol"
Owner,BHK,0,0,1,1,1,400,27.98889,76.38833,10,"Anantraj Ashray,Neemrana"
Dealer,BHK,0,1,2,1,1,1080.080235,19.019169,73.014086,140,"Sector-38 Seawoods,Mumbai"
Dealer,BHK,0,0,3,1,1,1410.25641,28.716907,77.124699,110,"Sector-9 Ulwe,Lalitpur"
Owner,BHK,0,0,2,1,1,772.68431,22.483287,88.263398,32.7,"Shibrampur,Kolkata"
Owner,BHK,1,0,1,0,1,680.2721088,19.7833,72.7833,14,"Betegaon,Palghar"
Dealer,BHK,0,0,2,1,1,1000,18.558319,73.77588,75,"Baner,Pune"
Owner,BHK,0,0,3,1,1,1760,35.37387,132.764401,110,"9th Phase JP Nagar,Bangalore"
Owner,BHK,0,0,2,1,1,1250,12.96991,77.59796,58,"Ashirvad Colony,Bangalore"
Owner,BHK,0,1,3,1,1,1630.139467,12.9077,77.6755,90,"Kasavanhalli,Bangalore"
Owner,BHK,0,0,2,1,1,1000,12.919987,77.489265,40,"Kengeri,Bangalore"
Builder,BHK,1,1,1,0,0,495.2830189,18.651598,73.735448,42,"Ravet,Maharashtra"
Dealer,BHK,0,1,2,1,0,637.3882627,13.05,80.11,32.8,"Poonamallee,Chennai"
Owner,BHK,0,0,4,1,1,1825.293351,23.414141,85.406932,70,"buti more,ranchi,Ranchi"
Dealer,BHK,0,0,3,1,1,1304.915181,19.126499,72.99956,150,"Ghansoli,Mumbai"
Dealer,BHK,0,0,2,1,1,965.0053022,24.69028,78.41889,91,"kavesar,Lalitpur"
Dealer,BHK,0,0,2,1,1,1385.041551,21.151992,72.81002,55,"Althan,Surat"
Dealer,BHK,0,0,2,1,1,1170.117012,12.952357,77.722506,65,"Thubarahalli,Bangalore"
Builder,BHK,0,1,2,1,0,1256.190905,23.22533,72.619511,27.9,"Vavol,Gandhinagar"
Dealer,BHK,1,1,1,0,0,414.9715216,24.6902,78.416,51,"Kasar vadavali,Lalitpur"
Dealer,BHK,0,0,3,1,1,1043.364852,19.249861,72.963866,160,"Kolshet Road,Maharashtra"
Owner,BHK,0,0,3,1,1,1478.852411,22.294094,73.233686,50,"Waghodia Road,Vadodara"
Owner,BHK,0,0,2,1,1,938.4057971,23.928951,86.523706,25.9,"Hirapur,Dhanbad"
Dealer,BHK,0,0,2,1,1,1165.09379,28.716907,77.124699,100,"Sector-9 Ulwe,Lalitpur"
Owner,BHK,0,1,1,1,1,550.0261917,28.939024,77.689176,10.5,"Jainpur,Meerut"
Dealer,BHK,1,1,3,0,1,1050.06105,28.381346,77.10434,43,"Kadarpur,Gurgaon"
Owner,BHK,0,0,2,1,1,900.1895136,26.946108,75.802454,28.5,"Shastri Nagar,Jaipur"
Dealer,BHK,0,1,3,1,1,1765.225066,30.706256,75.700134,100,"Pakhowal Road,Ludhiana"
Dealer,BHK,0,0,2,1,1,1130.010705,19.216097,72.821721,95,"Sector-8 Ulwe,Mumbai"
Dealer,BHK,0,0,3,1,1,2550.369804,23.403785,85.304158,100,"Pandra,Ranchi"
Dealer,BHK,1,1,2,0,0,657.5052854,12.9958935,77.761394,31.1,"Whitefield,Bangalore"
Dealer,BHK,0,0,2,1,1,770.156438,22.54111,88.33778,32,"Dash Drone,Kolkata"
Builder,BHK,0,0,2,1,0,800,24.69028,78.41889,22,"Padegaon,Lalitpur"
Dealer,BHK,1,1,1,0,1,450.0211775,19.089471,72.937616,85,"Vikhroli (East),Lalitpur"
Owner,BHK,0,0,2,1,1,801.1049724,20.379733,72.940881,14.5,"Chhiri,Vapi"
Owner,BHK,0,0,2,1,1,1048.218029,19.861162,75.353252,50,"Garkheda,Aurangabad"
Dealer,BHK,0,1,4,1,1,2738.89227,12.9958935,77.761394,180,"Whitefield,Bangalore"
Dealer,BHK,1,1,3,0,1,2047.315742,12.8855,77.5638,180,"Konanakunte,Bangalore"
Dealer,BHK,0,0,1,1,1,665.0332517,18.973908,73.025106,57,"Ulwe,Mumbai"
Dealer,BHK,0,0,4,1,1,3361.972357,12.86,77.786,180,"Sarjapur Road,Bangalore"
Dealer,BHK,1,1,3,0,1,1365.433822,30.662283,76.822397,58.7,"Zirakpur,Chandigarh"
Dealer,BHK,0,0,3,1,1,1619.502216,28.629811,77.434197,47.5,"Crossing Republik,Ghaziabad"
Dealer,BHK,0,1,3,1,1,1329.179647,18.96667,72.83333,320,"Vidyavihar East,Mumbai"
Dealer,BHK,0,1,1,1,1,710.032066,19.30405,72.813559,62,"Mira Bhayandar,Maharashtra"
Dealer,BHK,0,0,2,1,1,1220.037319,18.651819,72.875701,170,"Anand Nagar,Mumbai"
Dealer,BHK,0,0,4,1,1,3632.589517,13.036179,77.679598,280,"Kanaka Nagar,Bangalore"
Dealer,BHK,0,0,1,1,1,680.0664954,28.5706,77.3239,45,"Sector-18 Ulwe,Lalitpur"
Dealer,BHK,0,0,1,1,1,600,18.96667,72.83333,54,"kavesar,Mumbai"
Dealer,BHK,0,0,3,1,1,1643.262623,28.365512,77.346306,55,"Sector 75 Faridabad,Faridabad"
Dealer,BHK,0,0,2,1,1,1214.181642,19.042483,73.066371,100,"Sector 12 Kharghar,Mumbai"
Dealer,BHK,0,0,3,1,1,1908.396947,30.697795,76.714722,130,"Sector-70 Mohali,Mohali"
Dealer,BHK,0,0,3,1,1,1480.019734,24.69028,78.41889,210,"Sadan wadi,Lalitpur"
Owner,BHK,1,0,2,0,1,1000,28.2102,76.8606,15,"Alwar Bypass Road,Bhiwadi"
Dealer,BHK,0,0,2,1,1,553.0073843,16.701663,74.451048,170,"Jawahar Nagar,Maharashtra"
Owner,BHK,0,0,3,1,1,1567.268828,12.926251,77.585966,190,"4th Block Jayanagar,Bangalore"
Dealer,BHK,0,0,2,1,1,810.0654947,22.605438,88.422084,23.5,"Kestopur,Kolkata"
Owner,BHK,0,0,1,1,1,448.201825,28.66667,77.41667,16.7,"Nyay Khand III,Ghaziabad"
Dealer,BHK,1,0,1,0,1,575.4226268,28.553374,77.355611,17.7,"Sector-45 Noida,Noida"
Dealer,BHK,0,1,3,1,1,1650.071124,26.766594,80.949809,58,"Vrindavan Yojna,Lucknow"
Owner,BHK,0,0,2,1,1,1183.19858,13.101004,77.57871,60,"Yelahanka New Town,Bangalore"
Dealer,BHK,0,1,1,1,1,695.004029,19.222101,72.988231,69,"Balkum,Mumbai"
Dealer,BHK,0,0,4,1,1,2500,19.083336,72.83666,800,"Santacruz (West),Maharashtra"
Owner,BHK,0,0,2,1,1,1308.818947,20.5967,72.8987,42,"Tithal,Valsad"
Dealer,BHK,0,1,2,1,1,1102.145247,12.86,77.786,56,"Sarjapur Road,Bangalore"
Dealer,BHK,0,1,2,1,1,990.0990099,21.56128,74.21238,53,"Taloja,Maharashtra"
Dealer,BHK,1,1,1,0,1,690.0033659,19.249861,72.963866,82,"Kolshet Road,Mumbai"
Owner,BHK,0,0,3,1,1,1380.368098,22.760061,75.928572,45,"Nipania,Indore"
Owner,BHK,0,0,2,1,1,950.3239741,20.386816,72.901148,22,"Chala,Vapi"
Dealer,BHK,1,1,2,0,1,905.0233882,18.96,72.82,89,"Ghodbunder Road,Maharashtra"
Owner,BHK,0,0,2,1,1,1184.099239,15.7096,73.7497,42,"Orgao, Marcela,Goa"
Dealer,BHK,0,1,3,1,1,870.0466661,24.69028,78.41889,110,"Ghodbunder Road,Lalitpur"
Owner,BHK,0,0,2,1,1,1281.14881,12.935541,77.680684,91,"Kariyammana Agrahara,Bangalore"
Owner,BHK,1,0,1,0,1,525.0262513,22.72056,75.84722,15,"Pulak City,Indore"
Dealer,BHK,0,0,2,1,1,1270.173341,35,136,85,"7th Phase JP Nagar,Bangalore"
Owner,BHK,0,0,3,1,1,1430.143014,13.0814,77.5566,65,"Vidyaranyapura,Bangalore"
Dealer,BHK,0,0,2,1,1,900.0715966,24.6902,78.416,88,"Kasar vadavali,Lalitpur"
Owner,BHK,0,0,1,1,1,537.0328933,12.984808,80.260671,48,"Thiruvanmkyur Kuppam Beach Road,Chennai"
Dealer,BHK,1,1,2,0,1,936.3745498,18.651598,73.735448,46.8,"Ravet,Pune"
Dealer,BHK,0,1,1,1,1,525.030525,30.594843,76.84983,12.9,"Dera Bassi,Chandigarh"
Owner,BHK,0,0,2,1,1,1530.389156,12.96991,77.59796,140,"Goraguntepalya,Bangalore"
Dealer,BHK,0,0,3,1,1,1401.919551,18.58584,73.471734,260,"Chandivali,Maharashtra"
Owner,BHK,0,0,2,1,1,1000,12.883959,77.683376,53,"Choodasandra,Bangalore"
Owner,BHK,0,0,2,1,1,575.0273823,21.106063,79.006441,21,"Hingna,Nagpur"
Dealer,BHK,0,0,2,1,1,1110.053917,19.1849,72.8347,210,"Malad (West),Mumbai"
Dealer,BHK,1,1,4,0,1,2300.272075,30.73528,76.79111,93,"Mullanpur,Chandigarh"
Dealer,BHK,0,1,2,1,1,1235.595391,28.2102,76.8606,19.3,"Alwar Bypass Road,Bhiwadi"
Dealer,BHK,0,0,3,1,0,2090.704407,28.362327,76.979049,130,"Sector-79 Gurgaon,Gurgaon"
Dealer,BHK,1,0,2,0,1,760,22.675548,88.352674,17.1,"Bhadrakali,Kolkata"
Owner,BHK,0,0,2,1,1,1070.854899,12.919423,77.522774,60,"Rajarajeshwari Nagar,Bangalore"
Owner,BHK,0,0,3,1,1,1815.248084,12.97045,77.712284,90,"Kundalahalli,Bangalore"
Dealer,BHK,0,1,3,1,1,1665.089877,28.50437,76.996356,88,"Sector-106 Gurgaon,Gurgaon"
Dealer,BHK,1,0,3,0,1,1262.962963,26.724219,88.326357,34.1,"Burdwan Road,Siliguri"
Dealer,BHK,0,0,1,1,1,665.0620725,19.283359,72.864964,52.5,"Mira Road,Lalitpur"
Owner,BHK,0,1,2,1,1,645.3362256,30.594843,76.84983,11.9,"Dera Bassi,Chandigarh"
Dealer,BHK,0,0,3,1,1,1250,23.574468,86.487585,50,"Anantapur,Ranchi"
Owner,BHK,0,0,2,1,1,1200.446678,20.954757,72.905932,21.5,"Kabilpore,Navsari"
Dealer,BHK,0,0,3,1,1,2427.184466,28.415573,77.111387,250,"sector-58 Gurgaon,Gurgaon"
Owner,BHK,0,0,2,1,1,960.1024109,13.033421,77.603954,45,"Bhuvaneshwari Nagar,Bangalore"
Owner,BHK,0,1,3,1,1,1573.809524,12.989437,77.717806,66.1,"Hoodi,Bangalore"
Dealer,BHK,1,1,2,0,1,920.0129884,19.139348,72.820458,340,"Andheri (West),Lalitpur"
Dealer,BHK,0,1,2,1,1,1040.041602,18.475864,73.890009,60,"NIBM,Pune"
Owner,BHK,0,0,3,1,1,1450.116009,12.90514,74.854967,37.5,"Konchady,Mangalore"
Dealer,BHK,0,1,2,1,1,835.0424846,18.637802,73.745912,57,"Punawale,Pune"
Dealer,BHK,0,0,2,1,1,1050.094932,18.52361,73.84778,71.9,"Kunj Colony,Pune"
Owner,BHK,0,0,4,1,1,2120.141343,30.73528,76.79111,120,"local,Chandigarh"
Dealer,BHK,0,0,2,1,1,713.3333333,22.85625,88.21678,21.4,"Chandannagar,Kolkata"
Dealer,BHK,1,1,1,0,1,434.0089406,19.1759,72.9522,100,"Mulund (West),Lalitpur"
Owner,BHK,0,0,2,1,1,822.0786847,19.891606,74.473267,42,"Gokul Nagar,Pune"
Builder,BHK,1,0,2,0,0,688,13.007082,80.151497,34.4,"Kolapakkam,Chennai"
Owner,BHK,0,0,2,1,1,1150.306748,22.328394,73.176639,30,"Nizampura,Vadodara"
Dealer,BHK,0,0,2,1,1,1164.64181,28.162032,76.811066,27.8,"Thara,Bhiwadi"
Dealer,BHK,1,0,3,0,1,840.4966571,22.54111,88.33778,26.4,"Rajarhat,Kolkata"
Owner,BHK,0,0,2,1,1,1062.699256,27.98889,76.38833,30,"Japanese Zone,Neemrana"
Dealer,BHK,0,1,3,1,1,1651.527663,13.04034,77.591347,140,"Hebbal,Bangalore"
Dealer,BHK,0,0,3,1,1,1885.119507,28.406388,77.342588,48.9,"Sector 86 Faridabad,Faridabad"
Owner,BHK,1,1,3,0,1,1879.951658,13.010349,77.712151,140,"KR Puram,Bangalore"
Dealer,BHK,1,1,2,0,1,1245.256985,25.444108,81.914212,36.1,"jhusi,Allahabad"
Dealer,BHK,1,1,2,0,1,985.1033157,12.80009,77.71182,41,"Chandapura,Bangalore"
Dealer,BHK,0,1,2,1,1,1125.325752,19.1615,72.8731,190,"Goregaon (East),Maharashtra"
Owner,BHK,0,0,2,1,1,839.7932817,28.656129,77.497742,26,"Wave City,Ghaziabad"
Dealer,BHK,0,0,3,1,1,1569.037657,13.070052,77.62715,120,"Hegde Nagar,Bangalore"
Dealer,BHK,0,0,2,1,1,900,22.648322,88.4431525,28.8,"Airport,Kolkata"
Owner,BHK,0,0,3,1,1,1300,12.96991,77.59796,52,"Escorts Colony,Bangalore"
Owner,BHK,0,0,2,1,1,1345.89502,12.82,77.69,40,"Bommasandra,Bangalore"
Owner,BHK,0,0,3,1,1,1150.049358,23.16164,79.929205,69.9,"Napier Town,Jabalpur"
Dealer,BHK,1,0,1,0,1,509.673393,19.894104,102.136839,24.5,"Padur,Chennai"
Owner,BHK,0,0,2,1,1,1200,26.928785,75.828002,16.5,"Ajmer Road,Jaipur"
Dealer,BHK,0,0,3,1,1,1334.667048,22.483471,88.417711,46.7,"Nayabad,Kolkata"
Owner,BHK,0,1,3,1,1,1500,30.752321,76.772816,51,"Sector-15 Bahadurgarh,Bahadurgarh"
Dealer,BHK,0,1,2,1,1,820.8569954,30.712867,76.648557,15.9,"Sector-115 Mohali,Mohali"
Dealer,BHK,0,0,4,1,1,2269.825507,12.915026,77.668562,160,"Ambalipura,Bangalore"
Dealer,BHK,0,0,2,1,1,963.3911368,30.708083,76.743439,100,"Sector-51 Chandigarh,Chandigarh"
Dealer,BHK,0,0,2,1,1,1100.110011,11.112332,76.964453,50,"1st Stage Radha Krishna Layout,Bangalore"
Dealer,BHK,1,1,2,0,1,1069.736842,18.96667,72.83333,81.3,"Miragaon,Mumbai"
Dealer,BHK,0,0,3,1,1,1319.078034,27.16726,75.709505,95,"Keshav Nagar,Pune"
Dealer,BHK,0,0,3,1,1,1745.581497,19.216097,72.821721,160,"Sector-8 Ulwe,Lalitpur"
Dealer,BHK,0,1,2,1,1,955.0109308,19.2836,72.8675,83,"Mira Road East,Maharashtra"
Owner,BHK,0,0,2,1,1,1016.463851,21.215393,81.318232,14.2,"Smriti Nagar,Bhilai"
Dealer,BHK,1,1,2,0,0,516.1411411,19.1955,72.8728,110,"Kandivali (East),Mumbai"
Dealer,BHK,0,1,3,1,1,1902.204319,18.5993,73.7625,170,"Wakad,Pune"
Dealer,BHK,1,1,3,0,1,2912.517781,31.261414,75.589997,81.9,"Pholriwal,Jalandhar"
Dealer,BHK,0,0,3,1,1,1351.019406,12.261327,76.644706,55,"J.P Nagar,Mysore"
Dealer,BHK,0,0,2,1,1,852.1846917,22.54111,88.33778,27.5,"Mali Bagan,Kolkata"
Dealer,BHK,1,1,3,0,1,1489.909251,12.86,77.786,110,"Sarjapur Road,Bangalore"
Dealer,BHK,0,0,1,1,1,600.0150004,18.96667,72.83333,80,"khopat,Mumbai"
Dealer,BHK,0,0,2,1,1,1013.333333,19.1849,72.8347,190,"Malad (West),Lalitpur"
Dealer,BHK,1,1,3,0,1,2250.269054,19.12,72.91,460,"Powai,Mumbai"
Owner,BHK,0,0,1,1,1,550.1076298,12.968,80.1502,23,"Pallavaram Kalathumedu,Chennai"
Owner,BHK,0,0,3,1,1,1219.803875,22.58,88.42,51,"Bidhannagar,Durgapur"
Dealer,BHK,0,1,3,1,1,1580.49221,19.015576,72.851441,280,"Wadala,Maharashtra"
Dealer,BHK,0,0,3,1,1,1383.344804,28.553374,77.355611,40.2,"Sector-45 Noida,Noida"
Owner,BHK,0,0,1,1,1,657.9909343,18.649985,73.76243,45,"Nigdi,Pune"
Owner,BHK,0,0,3,1,1,1035.24772,16.990249,73.302037,42,"Salvi Stop Nachane link Road,Ratnagiri"
Dealer,BHK,0,0,3,1,1,1250,18.9147285,72.8202265,550,"Cuffe Parade,Mumbai"
Dealer,BHK,0,0,3,1,1,1800,30.751176,76.668359,45,"Sector-125 Mohali,Mohali"
Owner,BHK,0,0,1,1,1,739.9577167,12.919987,77.489265,35,"Kengeri,Bangalore"
Owner,BHK,0,0,4,1,1,1000,26.222194,78.225455,65,"Morar,Gwalior"
Builder,BHK,1,1,1,0,0,850.1594049,19.88879,75.34344,16,"Mitmita,Aurangabad"
Dealer,BHK,0,0,2,1,1,1173.862006,12.904179,77.665897,90,"Harlur Road,Bangalore"
Dealer,BHK,0,0,4,1,1,3850.385039,28.5216,77.3863,350,"Sector-93 B Noida,Noida"
Dealer,BHK,0,1,2,1,1,1123.974373,19.216097,72.821721,100,"Sector-8 Ulwe,Lalitpur"
Owner,BHK,0,0,3,1,1,1760.057471,13.037343,77.628291,98,"5th Block Hbr Layout,Bangalore"
Dealer,BHK,0,0,2,1,1,990.5894007,18.96667,72.83333,100,"Waghbil,Mumbai"
Owner,BHK,0,0,2,1,1,1230.116649,12.881909,77.545033,58,"Raghuvanahalli,Bangalore"
Dealer,BHK,0,1,2,1,1,964.0666082,28.5041,77.381557,33,"Sector-134 Noida,Noida"
Dealer,BHK,0,1,2,1,1,1215.848949,12.9958935,77.761394,85,"Whitefield,Bangalore"
Dealer,BHK,1,0,2,0,1,762.1339751,12.845659,80.231049,38,"Navalur,Chennai"
Owner,BHK,0,0,2,1,1,970.2850212,22.7,88.45,32,"Madhyamgram,Kolkata"
Dealer,BHK,1,1,2,0,1,686.0823299,18.595456,73.946088,49,"Lohegaon,Pune"
Dealer,BHK,1,0,2,0,1,522.5570458,24.69028,78.41889,150,"Wadala,Lalitpur"
Owner,BHK,1,0,2,0,1,900.090009,28.656129,77.497742,40,"Wave City,Ghaziabad"
Owner,BHK,0,0,1,1,1,600,19.811319,72.76894,18,"Boisar east,Palghar"
Dealer,BHK,0,0,2,1,1,1195.652174,24.69028,78.41889,110,"Kharghar,Lalitpur"
Dealer,BHK,1,1,3,0,0,915.4929577,19.222101,72.988231,130,"Balkum,Maharashtra"
Owner,BHK,0,0,2,1,1,1200.129744,23.163669,77.422617,37,"Kolar Road,Bhopal"
Dealer,BHK,0,0,3,1,1,1650.696864,30.662283,76.822397,37.9,"Zirakpur,Chandigarh"
Dealer,BHK,1,1,3,0,0,906.2448509,19.222101,72.988231,110,"Balkum,Mumbai"
Owner,BHK,0,0,3,1,1,1512.738854,26.91667,75.86667,57,"Ramnagariya,Jaipur"
Dealer,BHK,0,1,4,1,1,2040.066914,19.18,72.96333,500,"Thane West,Lalitpur"
Dealer,BHK,0,1,4,1,1,2799.865606,19.049214,73.072916,500,"Sector 20 Kharghar,Maharashtra"
Dealer,BHK,0,0,3,1,1,1350.024546,19.283359,72.864964,110,"Mira Road,Mumbai"
Dealer,BHK,0,0,3,1,1,2257.394914,28.394375,77.357227,87,"Sector 82 Faridabad,Faridabad"
Owner,BHK,0,0,5,1,1,1600,18.23333,73.28333,60,"Tal Mangaon,Raigad"
Dealer,BHK,0,0,3,1,1,1200,22.623598,88.441186,36,"Chinar Park,Kolkata"
Dealer,BHK,0,1,3,1,1,980.139283,28.40473,77.367514,38,"Sector 84 Faridabad,Faridabad"
Owner,BHK,0,0,2,1,1,923.8728751,28.2102,76.8606,25,"Alwar Bypass Road,Bhiwadi"
Dealer,BHK,0,0,2,1,1,1007.583391,19.054325,72.884804,190,"Swastik Park,Lalitpur"
Owner,BHK,0,1,3,1,1,1525.024262,28.576117,77.382136,110,"Sector-75 Noida,Noida"
Dealer,BHK,1,0,2,0,1,958.1208469,18.510418,73.781944,62,"Bavdhan,Pune"
Owner,BHK,0,0,2,1,1,1150.202977,21.17,72.83,51,"Palanpur,Surat"
Dealer,BHK,1,1,2,0,0,594.0510035,19.1759,72.9522,140,"Mulund (West),Lalitpur"
Dealer,BHK,1,1,3,0,1,1250,19.1759,72.9522,260,"Mulund (West),Maharashtra"
Owner,BHK,0,0,2,1,1,770.156438,18.570308,74.022479,32,"Kesnand,Pune"
Dealer,BHK,1,0,3,0,1,1354.279523,22.452032,88.298947,50,"Joka,Kolkata"
Dealer,BHK,0,0,3,1,0,139285.7143,10.782597,79.842124,5850,"Maraimalai Nagar,Chennai"
Dealer,BHK,0,0,2,1,1,1100.196464,22.76432,75.903019,28,"Scheme No. 114 Indore,Indore"
Dealer,BHK,0,0,4,1,1,3200,19.05444,72.84056,1500,"Bandra (West),Maharashtra"
Dealer,BHK,0,0,2,1,1,1106.19469,13.010349,77.712151,55,"KR Puram,Bangalore"
Owner,BHK,0,0,2,1,1,888.133031,13.129471,80.208888,47,"Kolathur,Chennai"
Dealer,BHK,1,0,3,0,1,1500,26.91868,75.750399,42,"Vaishali Nagar,Jaipur"
Owner,BHK,0,0,3,1,1,2445.57113,12.80009,77.71182,82,"Chandapura,Bangalore"
Owner,BHK,0,0,2,1,1,1152.073733,18.558319,73.77588,80,"Baner,Pune"
Owner,BHK,0,0,2,1,1,1000,9.9449,76.2534,48,"Chullickal,Kochi"
Owner,BHK,0,1,3,1,1,1636.904762,20.26444,85.82806,110,"Kalinganagar,Bhubaneswar"
Owner,BHK,0,0,3,1,1,1300,22.630965,88.378465,65,"Dum Dum Park,Kolkata"
Owner,BHK,0,0,3,1,1,2880.460874,17.485275,78.491862,120,"Hasmatpet,Secunderabad"
Owner,BHK,0,0,2,1,1,860.2711157,22.1764,75.8193,16.5,"Bicholi Mardana,Indore"
Dealer,BHK,0,0,3,1,1,1500.044119,19.030318,73.070892,170,"Sector-8 Kharghar,Lalitpur"
Owner,BHK,0,0,1,1,1,560.0617999,22.72056,75.84722,14.5,"Alok Nagar,Indore"
Dealer,BHK,0,0,2,1,1,1200.056473,28.651287,77.347732,85,"Vaishali Extension,Ghaziabad"
Dealer,BHK,0,0,2,1,1,1350.403367,28.995663,77.077794,38.5,"Sector 8 Sonipat,Sonipat"
Dealer,BHK,0,0,3,1,1,2056.484782,17.742488,83.336016,150,"Sector-11 Mvp Colony,Visakhapatnam"
Owner,BHK,0,0,3,1,1,1579.778831,13.112151,77.761197,70,"Thirumenahalli,Bangalore"
Dealer,BHK,1,1,2,0,0,491.5883767,18.96,72.82,45,"Anjurdive,Maharashtra"
Owner,BHK,0,0,3,1,1,1650.165017,17.49382,78.543055,70,"Sainikpuri,Secunderabad"
Dealer,BHK,1,1,3,0,0,930.0595238,19.2836,72.8675,100,"Mira Road East,Mumbai"
Dealer,BHK,0,0,2,1,1,848.0917935,22.403867,88.470006,34,"Garia,Kolkata"
Dealer,BHK,1,0,3,0,1,1281.901876,22.54111,88.33778,110,"Picnic Garden,Kolkata"
Owner,BHK,0,0,2,1,1,822.8034088,23.25,77.41667,28,"Kohefiza,Bhopal"
Dealer,BHK,0,0,3,1,1,3600.272453,13.051,77.5962,370,"Hebbal Kempapura,Bangalore"
Dealer,BHK,0,0,3,1,1,1857.142857,26.473073,74.641793,130,"Civil Lines,Jaipur"
Dealer,BHK,0,1,1,1,1,750.0394758,19.1849,72.8347,95,"Malad (West),Lalitpur"
Owner,BHK,1,0,2,0,1,613.9489194,12.78333,80.18333,25,"Thaiyur,Chennai"
Dealer,BHK,0,0,3,1,1,1350.074254,30.690115,76.759652,100,"Sector-48 Chandigarh,Chandigarh"
Owner,BHK,0,1,1,1,1,527.4261603,28.75,77.28,20,"Loni,Ghaziabad"
Dealer,BHK,1,0,3,0,1,1209.628644,22.54111,88.33778,100,"Salt Lake,Kolkata"
Dealer,BHK,0,0,2,1,1,1142.743578,19.1955,72.8728,230,"Kandivali (East),Mumbai"
Dealer,BHK,0,0,2,1,1,864.1382621,18.5823,73.983,36,"Wagholi,Pune"
Dealer,BHK,0,0,3,1,1,1545.454545,22.529,88.368,170,"Ballygunge Place,Kolkata"
Owner,BHK,0,0,1,1,1,550.1222494,28.943344,77.698383,13.5,"Noor Nagar,Meerut"
Dealer,BHK,1,1,3,0,1,1300.294406,28.406388,77.342588,26.5,"Sector 86 Faridabad,Faridabad"
Dealer,BHK,0,0,2,1,1,1100.178891,18.5993,73.7625,61.5,"Wakad,Pune"
Dealer,BHK,1,0,1,0,1,636.1727845,19.05871,72.89969,100,"Chembur (East),Lalitpur"
Dealer,BHK,1,1,2,0,1,876.6162612,19.1758,72.8643,120,"Malad (East),Lalitpur"
Dealer,BHK,0,0,2,1,1,899.9653859,19.097621,73.000882,78,"Bevarly Park,Mumbai"
Owner,BHK,0,0,1,1,1,709.7497198,26.532207,75.520538,19,"Jaisinghpura,Jaipur"
Owner,BHK,0,1,1,1,1,580.0464037,18.52361,73.84778,25,"Chovisawadi,Pune"
Dealer,BHK,0,0,3,1,1,1590.224305,28.580134,77.356747,95,"Sector-35 Noida,Noida"
Owner,BHK,0,0,2,1,1,1166.180758,13.035865,77.598244,68,"Cholanayakanahalli,Bangalore"
Owner,BHK,0,0,1,1,1,419.9328108,14.43333,79.96667,15,"Tada,Nellore"
Owner,BHK,0,0,2,1,1,702.049986,26.955346,75.734793,25,"Jhotwara,Jaipur"
Dealer,BHK,0,0,2,1,1,933.9285714,12.957707,80.183671,52.3,"Keelkattalai,Chennai"
Dealer,BHK,0,0,2,1,1,825.7237226,24.69028,78.41889,170,"Dahisar,Lalitpur"
Dealer,BHK,0,1,3,1,1,1141.987057,19.255098,72.9815265,150,"Hiranandani Estate,Lalitpur"
Dealer,BHK,0,0,3,1,1,1381.02472,18.5956,73.7981,100,"Pimple Saudagar,Pune"
Dealer,BHK,1,1,1,0,1,745.049029,19.1758,72.8643,77.5,"Malad (East),Mumbai"
Dealer,BHK,1,1,2,0,1,1099.958752,19.1759,72.9522,160,"Mulund (West),Maharashtra"
Owner,BHK,0,0,3,1,1,944.1596979,22.54111,88.33778,35,"Nager Bazar,Kolkata"
Dealer,BHK,0,0,1,1,1,630.0204757,24.69028,78.41889,40,"Tawri Pada,Lalitpur"
Dealer,BHK,1,0,2,0,1,918.2292673,18.578765,73.890693,47.5,"Dhanori,Pune"
Owner,BHK,0,0,2,1,1,745.1991975,11.081061,76.94433,26,"Thudiyalur Road,Coimbatore"
Owner,BHK,0,0,2,1,1,1050.213325,17.45,78.5,32,"Dammaiguda,Secunderabad"
Dealer,BHK,0,1,2,1,1,1075.066013,13.0583,77.5732,57,"Kodigehalli,Bangalore"
Dealer,BHK,0,0,4,1,1,3840,13.141581,77.749756,240,"Budigere Cross,Bangalore"
